uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
5571970	|	102415	|	uncultured marine thaumarchaeote KM3_40_A11	|	species	|	ncbi:1456141	|		|	environmental,not_otu	|	
5572027	|	102415	|	uncultured marine thaumarchaeote KM3_54_G11	|	species	|	ncbi:1456193	|		|	environmental,not_otu	|	
5205211	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-01	|	species	|	ncbi:1238003	|		|	environmental	|	
5205169	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-22	|	species	|	ncbi:1238106	|		|	environmental	|	
5571873	|	102415	|	uncultured marine thaumarchaeote KM3_167_H09	|	species	|	ncbi:1456036	|		|	environmental,not_otu	|	
5571642	|	102415	|	uncultured marine thaumarchaeote KM3_87_F05	|	species	|	ncbi:1456329	|		|	environmental,not_otu	|	
5571868	|	102415	|	uncultured marine thaumarchaeote KM3_61_F08	|	species	|	ncbi:1456214	|		|	environmental,not_otu	|	
5571989	|	102415	|	uncultured marine thaumarchaeote KM3_86_G02	|	species	|	ncbi:1456323	|		|	environmental,not_otu	|	
5572030	|	102415	|	uncultured marine thaumarchaeote SAT1000_07_E05	|	species	|	ncbi:1456364	|		|	environmental,not_otu	|	
5572028	|	102415	|	uncultured marine thaumarchaeote KM3_75_F03	|	species	|	ncbi:1456279	|		|	environmental,not_otu	|	
5571774	|	102415	|	uncultured marine thaumarchaeote AD1000_17_C04	|	species	|	ncbi:1455895	|		|	environmental,not_otu	|	
5572049	|	102415	|	uncultured marine thaumarchaeote KM3_46_D02	|	species	|	ncbi:1456158	|		|	environmental,not_otu	|	
5572063	|	102415	|	uncultured marine thaumarchaeote SAT1000_41_C02	|	species	|	ncbi:1456409	|		|	environmental,not_otu	|	
5205106	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-12	|	species	|	ncbi:1238076	|		|	environmental	|	
5571965	|	102415	|	uncultured marine thaumarchaeote KM3_90_C11	|	species	|	ncbi:1456342	|		|	environmental,not_otu	|	
5571892	|	102415	|	uncultured marine thaumarchaeote KM3_32_D07	|	species	|	ncbi:1456123	|		|	environmental,not_otu	|	
5205202	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-03	|	species	|	ncbi:1238024	|		|	environmental	|	
5571605	|	102415	|	uncultured marine thaumarchaeote SAT1000_53_A12	|	species	|	ncbi:1456422	|		|	environmental,not_otu	|	
5205156	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-15	|	species	|	ncbi:1238079	|		|	environmental	|	
5571951	|	102415	|	uncultured marine thaumarchaeote AD1000_06_A03	|	species	|	ncbi:1455884	|		|	environmental,not_otu	|	
5205155	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-15	|	species	|	ncbi:1238101	|		|	environmental	|	
5205215	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-03	|	species	|	ncbi:1237972	|		|	environmental	|	
5571579	|	102415	|	uncultured marine thaumarchaeote KM3_54_A10	|	species	|	ncbi:1456188	|		|	environmental,not_otu	|	
5571561	|	102415	|	uncultured marine thaumarchaeote KM3_87_E01	|	species	|	ncbi:1456328	|		|	environmental,not_otu	|	
5571958	|	102415	|	uncultured marine thaumarchaeote SAT1000_09_A04	|	species	|	ncbi:1456366	|		|	environmental,not_otu	|	
5571726	|	102415	|	uncultured marine thaumarchaeote KM3_01_F07	|	species	|	ncbi:1455953	|		|	environmental,not_otu	|	
5205181	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-19	|	species	|	ncbi:1237996	|		|	environmental	|	
5205105	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-06	|	species	|	ncbi:1238071	|		|	environmental	|	
5205197	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-07	|	species	|	ncbi:1238028	|		|	environmental	|	
5571901	|	102415	|	uncultured marine thaumarchaeote SAT1000_10_H08	|	species	|	ncbi:1456376	|		|	environmental,not_otu	|	
5572022	|	102415	|	uncultured marine thaumarchaeote KM3_70_D05	|	species	|	ncbi:1456251	|		|	environmental,not_otu	|	
5571879	|	102415	|	uncultured marine thaumarchaeote KM3_106_B12	|	species	|	ncbi:1455982	|		|	environmental,not_otu	|	
5205138	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-09	|	species	|	ncbi:1238095	|		|	environmental	|	
5571755	|	102415	|	uncultured marine thaumarchaeote KM3_137_A09	|	species	|	ncbi:1456006	|		|	environmental,not_otu	|	
5205145	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-07	|	species	|	ncbi:1238115	|		|	environmental	|	
5571683	|	102415	|	uncultured marine thaumarchaeote AD1000_12_H07	|	species	|	ncbi:1455891	|		|	environmental,not_otu	|	
5571633	|	102415	|	uncultured marine thaumarchaeote KM3_146_F08	|	species	|	ncbi:1456012	|		|	environmental,not_otu	|	
5571793	|	102415	|	uncultured marine thaumarchaeote KM3_13_C11	|	species	|	ncbi:1456007	|		|	environmental,not_otu	|	
5572055	|	102415	|	uncultured marine thaumarchaeote KM3_18_F10	|	species	|	ncbi:1456076	|		|	environmental,not_otu	|	
5572092	|	102415	|	uncultured marine thaumarchaeote KM3_35_A11	|	species	|	ncbi:1456130	|		|	environmental,not_otu	|	
5571784	|	102415	|	uncultured marine thaumarchaeote SAT1000_13_B06	|	species	|	ncbi:1456381	|		|	environmental,not_otu	|	
5571651	|	102415	|	uncultured marine thaumarchaeote KM3_55_A11	|	species	|	ncbi:1456195	|		|	environmental,not_otu	|	
5571883	|	102415	|	uncultured marine thaumarchaeote AD1000_02_C08	|	species	|	ncbi:1455880	|		|	environmental,not_otu	|	
5571941	|	102415	|	uncultured marine thaumarchaeote SAT1000_35_E09	|	species	|	ncbi:1456405	|		|	environmental,not_otu	|	
5571765	|	102415	|	uncultured marine thaumarchaeote KM3_88_G03	|	species	|	ncbi:1456337	|		|	environmental,not_otu	|	
5571802	|	102415	|	uncultured marine thaumarchaeote KM3_157_H08	|	species	|	ncbi:1456023	|		|	environmental,not_otu	|	
5571902	|	102415	|	uncultured marine thaumarchaeote AD1000_30_G09	|	species	|	ncbi:1455905	|		|	environmental,not_otu	|	
5571824	|	102415	|	uncultured marine thaumarchaeote KM3_31_D02	|	species	|	ncbi:1456117	|		|	environmental,not_otu	|	
5572002	|	102415	|	uncultured marine thaumarchaeote KM3_181_D10	|	species	|	ncbi:1456064	|		|	environmental,not_otu	|	
5205128	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-09	|	species	|	ncbi:1237988	|		|	environmental	|	
5571686	|	102415	|	uncultured marine thaumarchaeote KM3_88_B06	|	species	|	ncbi:1456332	|		|	environmental,not_otu	|	
5205108	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-10	|	species	|	ncbi:1238074	|		|	environmental	|	
5571929	|	102415	|	uncultured marine thaumarchaeote SAT1000_22_D06	|	species	|	ncbi:1456395	|		|	environmental,not_otu	|	
5571875	|	102415	|	uncultured marine thaumarchaeote KM3_47_A04	|	species	|	ncbi:1456165	|		|	environmental,not_otu	|	
5571859	|	102415	|	uncultured marine thaumarchaeote KM3_74_H09	|	species	|	ncbi:1456276	|		|	environmental,not_otu	|	
5572045	|	102415	|	uncultured marine thaumarchaeote KM3_79_D07	|	species	|	ncbi:1456295	|		|	environmental,not_otu	|	
5571789	|	102415	|	uncultured marine thaumarchaeote KM3_16_G02	|	species	|	ncbi:1456045	|		|	environmental,not_otu	|	
5571659	|	102415	|	uncultured marine thaumarchaeote KM3_74_F07	|	species	|	ncbi:1456272	|		|	environmental,not_otu	|	
5571749	|	102415	|	uncultured marine thaumarchaeote AD1000_49_H01	|	species	|	ncbi:1455922	|		|	environmental,not_otu	|	
5571820	|	102415	|	uncultured marine thaumarchaeote KM3_67_A06	|	species	|	ncbi:1456231	|		|	environmental,not_otu	|	
5571751	|	102415	|	uncultured marine thaumarchaeote AD1000_88_E07	|	species	|	ncbi:1455946	|		|	environmental,not_otu	|	
5571662	|	102415	|	uncultured marine thaumarchaeote SAT1000_05_B05	|	species	|	ncbi:1456357	|		|	environmental,not_otu	|	
5205194	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-01	|	species	|	ncbi:1238041	|		|	environmental	|	
5571903	|	102415	|	uncultured marine thaumarchaeote KM3_27_D09	|	species	|	ncbi:1456110	|		|	environmental,not_otu	|	
5571912	|	102415	|	uncultured marine thaumarchaeote KM3_67_A04	|	species	|	ncbi:1456230	|		|	environmental,not_otu	|	
5205137	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-11	|	species	|	ncbi:1238013	|		|	environmental	|	
5571763	|	102415	|	uncultured marine thaumarchaeote SAT1000_15_B11	|	species	|	ncbi:1456384	|		|	environmental,not_otu	|	
5571833	|	102415	|	uncultured marine thaumarchaeote SAT1000_37_C08	|	species	|	ncbi:1456406	|		|	environmental,not_otu	|	
5571947	|	102415	|	uncultured marine thaumarchaeote KM3_05_G02	|	species	|	ncbi:1455970	|		|	environmental,not_otu	|	
5571752	|	102415	|	uncultured marine thaumarchaeote KM3_177_A10	|	species	|	ncbi:1456058	|		|	environmental,not_otu	|	
5571632	|	102415	|	uncultured marine thaumarchaeote KM3_83_E04	|	species	|	ncbi:1456308	|		|	environmental,not_otu	|	
5571705	|	102415	|	uncultured marine thaumarchaeote KM3_25_G08	|	species	|	ncbi:1456105	|		|	environmental,not_otu	|	
5571694	|	102415	|	uncultured marine thaumarchaeote KM3_72_F07	|	species	|	ncbi:1456263	|		|	environmental,not_otu	|	
5571657	|	102415	|	uncultured marine thaumarchaeote KM3_125_A06	|	species	|	ncbi:1455993	|		|	environmental,not_otu	|	
5571893	|	102415	|	uncultured marine thaumarchaeote SAT1000_12_G09	|	species	|	ncbi:1456379	|		|	environmental,not_otu	|	
5572090	|	102415	|	uncultured marine thaumarchaeote SAT1000_39_F02	|	species	|	ncbi:1456407	|		|	environmental,not_otu	|	
5571698	|	102415	|	uncultured marine thaumarchaeote AD1000_65_A02	|	species	|	ncbi:1455929	|		|	environmental,not_otu	|	
5572036	|	102415	|	uncultured marine thaumarchaeote AD1000_39_D08	|	species	|	ncbi:1455913	|		|	environmental,not_otu	|	
5571718	|	102415	|	uncultured marine thaumarchaeote KM3_78_D07	|	species	|	ncbi:1456291	|		|	environmental,not_otu	|	
5571708	|	102415	|	uncultured marine thaumarchaeote KM3_74_E11	|	species	|	ncbi:1456271	|		|	environmental,not_otu	|	
5205174	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-12	|	species	|	ncbi:1238032	|		|	environmental	|	
5571840	|	102415	|	uncultured marine thaumarchaeote KM3_11_F08	|	species	|	ncbi:1455992	|		|	environmental,not_otu	|	
5571896	|	102415	|	uncultured marine thaumarchaeote SAT1000_12_G12	|	species	|	ncbi:1456380	|		|	environmental,not_otu	|	
5205206	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-07	|	species	|	ncbi:1238009	|		|	environmental	|	
5571994	|	102415	|	uncultured marine thaumarchaeote KM3_97_B07	|	species	|	ncbi:1456350	|		|	environmental,not_otu	|	
5571739	|	102415	|	uncultured marine thaumarchaeote KM3_33_G01	|	species	|	ncbi:1456126	|		|	environmental,not_otu	|	
5571610	|	102415	|	uncultured marine thaumarchaeote KM3_203_A01	|	species	|	ncbi:1456097	|		|	environmental,not_otu	|	
5205207	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-05	|	species	|	ncbi:1238007	|		|	environmental	|	
5571996	|	102415	|	uncultured marine thaumarchaeote SAT1000_05_G10	|	species	|	ncbi:1456358	|		|	environmental,not_otu	|	
5205223	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-25	|	species	|	ncbi:1238108	|		|	environmental	|	
5571858	|	102415	|	uncultured marine thaumarchaeote KM3_38_E02	|	species	|	ncbi:1456138	|		|	environmental,not_otu	|	
5571910	|	102415	|	uncultured marine thaumarchaeote KM3_175_E04	|	species	|	ncbi:1456054	|		|	environmental,not_otu	|	
5571818	|	102415	|	uncultured marine thaumarchaeote AD1000_82_B05	|	species	|	ncbi:1455944	|		|	environmental,not_otu	|	
5571588	|	102415	|	uncultured marine thaumarchaeote KM3_76_B05	|	species	|	ncbi:1456282	|		|	environmental,not_otu	|	
5571826	|	102415	|	uncultured marine thaumarchaeote KM3_78_A04	|	species	|	ncbi:1456289	|		|	environmental,not_otu	|	
5571546	|	102415	|	uncultured marine thaumarchaeote KM3_65_H02	|	species	|	ncbi:1456226	|		|	environmental,not_otu	|	
5572044	|	102415	|	uncultured marine thaumarchaeote KM3_72_H08	|	species	|	ncbi:1456264	|		|	environmental,not_otu	|	
5571720	|	102415	|	uncultured marine thaumarchaeote KM3_183_D02	|	species	|	ncbi:1456068	|		|	environmental,not_otu	|	
5571934	|	102415	|	uncultured marine thaumarchaeote AD1000_33_B07	|	species	|	ncbi:1455908	|		|	environmental,not_otu	|	
5205247	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-16	|	species	|	ncbi:1238080	|		|	environmental	|	
5571780	|	102415	|	uncultured marine thaumarchaeote KM3_44_H07	|	species	|	ncbi:1456153	|		|	environmental,not_otu	|	
5571927	|	102415	|	uncultured marine thaumarchaeote KM3_78_E10	|	species	|	ncbi:1456292	|		|	environmental,not_otu	|	
5571658	|	102415	|	uncultured marine thaumarchaeote SAT1000_26_E12	|	species	|	ncbi:1456400	|		|	environmental,not_otu	|	
5571641	|	102415	|	uncultured marine thaumarchaeote KM3_03_F11	|	species	|	ncbi:1455961	|		|	environmental,not_otu	|	
5571895	|	102415	|	uncultured marine thaumarchaeote KM3_177_D01	|	species	|	ncbi:1456059	|		|	environmental,not_otu	|	
5571700	|	102415	|	uncultured marine thaumarchaeote KM3_196_F10	|	species	|	ncbi:1456086	|		|	environmental,not_otu	|	
5572048	|	102415	|	uncultured marine thaumarchaeote KM3_82_C03	|	species	|	ncbi:1456303	|		|	environmental,not_otu	|	
5571699	|	102415	|	uncultured marine thaumarchaeote SAT1000_08_G06	|	species	|	ncbi:1456365	|		|	environmental,not_otu	|	
5205234	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-17	|	species	|	ncbi:1238125	|		|	environmental	|	
5571897	|	102415	|	uncultured marine thaumarchaeote AD1000_118_C08	|	species	|	ncbi:1455889	|		|	environmental,not_otu	|	
5571946	|	102415	|	uncultured marine thaumarchaeote KM3_99_A02	|	species	|	ncbi:1456353	|		|	environmental,not_otu	|	
5205218	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-14	|	species	|	ncbi:1238078	|		|	environmental	|	
5571582	|	102415	|	uncultured marine thaumarchaeote SAT1000_09_B08	|	species	|	ncbi:1456368	|		|	environmental,not_otu	|	
5205237	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-13	|	species	|	ncbi:1238121	|		|	environmental	|	
5571653	|	102415	|	uncultured marine thaumarchaeote AD1000_96_F07	|	species	|	ncbi:1455948	|		|	environmental,not_otu	|	
5571881	|	102415	|	uncultured marine thaumarchaeote KM3_42_C02	|	species	|	ncbi:1456147	|		|	environmental,not_otu	|	
5205201	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-04	|	species	|	ncbi:1238025	|		|	environmental	|	
5571583	|	102415	|	uncultured marine thaumarchaeote KM3_67_E04	|	species	|	ncbi:1456236	|		|	environmental,not_otu	|	
5572015	|	102415	|	uncultured marine thaumarchaeote KM3_74_C10	|	species	|	ncbi:1456270	|		|	environmental,not_otu	|	
5571930	|	102415	|	uncultured marine thaumarchaeote KM3_153_B11	|	species	|	ncbi:1456017	|		|	environmental,not_otu	|	
5571841	|	102415	|	uncultured marine thaumarchaeote AD1000_80_F03	|	species	|	ncbi:1455943	|		|	environmental,not_otu	|	
5205118	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-12	|	species	|	ncbi:1237981	|		|	environmental	|	
5571800	|	102415	|	uncultured marine thaumarchaeote KM3_70_D04	|	species	|	ncbi:1456250	|		|	environmental,not_otu	|	
5571689	|	102415	|	uncultured marine thaumarchaeote KM3_55_F05	|	species	|	ncbi:1456198	|		|	environmental,not_otu	|	
5205227	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-05	|	species	|	ncbi:1238045	|		|	environmental	|	
5571916	|	102415	|	uncultured marine thaumarchaeote KM3_76_D06	|	species	|	ncbi:1456284	|		|	environmental,not_otu	|	
5571787	|	102415	|	uncultured marine thaumarchaeote KM3_51_A05	|	species	|	ncbi:1456173	|		|	environmental,not_otu	|	
5571944	|	102415	|	uncultured marine thaumarchaeote KM3_126_D02	|	species	|	ncbi:1455994	|		|	environmental,not_otu	|	
5571771	|	102415	|	uncultured marine thaumarchaeote AD1000_04_C02	|	species	|	ncbi:1455881	|		|	environmental,not_otu	|	
5205102	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-07	|	species	|	ncbi:1238072	|		|	environmental	|	
5571624	|	102415	|	uncultured marine thaumarchaeote KM3_168_H11	|	species	|	ncbi:1456039	|		|	environmental,not_otu	|	
5571955	|	102415	|	uncultured marine thaumarchaeote KM3_51_E02	|	species	|	ncbi:1456174	|		|	environmental,not_otu	|	
5205173	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-15	|	species	|	ncbi:1238035	|		|	environmental	|	
5205162	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-04	|	species	|	ncbi:1238092	|		|	environmental	|	
5571899	|	102415	|	uncultured marine thaumarchaeote AD1000_71_A04	|	species	|	ncbi:1455935	|		|	environmental,not_otu	|	
5571943	|	102415	|	uncultured marine thaumarchaeote SAT1000_52_D06	|	species	|	ncbi:1456420	|		|	environmental,not_otu	|	
5571790	|	102415	|	uncultured marine thaumarchaeote SAT1000_15_H02	|	species	|	ncbi:1456386	|		|	environmental,not_otu	|	
5572082	|	102415	|	uncultured marine thaumarchaeote KM3_57_F02	|	species	|	ncbi:1456209	|		|	environmental,not_otu	|	
5571680	|	102415	|	uncultured marine thaumarchaeote KM3_90_G11	|	species	|	ncbi:1456344	|		|	environmental,not_otu	|	
5571724	|	102415	|	uncultured marine thaumarchaeote KM3_68_B04	|	species	|	ncbi:1456242	|		|	environmental,not_otu	|	
5571691	|	102415	|	uncultured marine thaumarchaeote KM3_164_C03	|	species	|	ncbi:1456035	|		|	environmental,not_otu	|	
5571578	|	102415	|	uncultured marine thaumarchaeote KM3_52_B01	|	species	|	ncbi:1456176	|		|	environmental,not_otu	|	
5571735	|	102415	|	uncultured marine thaumarchaeote AD1000_54_E04	|	species	|	ncbi:1455924	|		|	environmental,not_otu	|	
5205098	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-07	|	species	|	ncbi:1237986	|		|	environmental	|	
5571716	|	102415	|	uncultured marine thaumarchaeote SAT1000_47_G01	|	species	|	ncbi:1456413	|		|	environmental,not_otu	|	
5571556	|	102415	|	uncultured marine thaumarchaeote KM3_08_A11	|	species	|	ncbi:1455977	|		|	environmental,not_otu	|	
5572026	|	102415	|	uncultured marine thaumarchaeote KM3_69_B11	|	species	|	ncbi:1456244	|		|	environmental,not_otu	|	
5205119	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-11	|	species	|	ncbi:1237980	|		|	environmental	|	
5571867	|	102415	|	uncultured marine thaumarchaeote KM3_77_E10	|	species	|	ncbi:1456287	|		|	environmental,not_otu	|	
5571652	|	102415	|	uncultured marine thaumarchaeote KM3_47_G11	|	species	|	ncbi:1456169	|		|	environmental,not_otu	|	
5571656	|	102415	|	uncultured marine thaumarchaeote KM3_84_F11	|	species	|	ncbi:1456314	|		|	environmental,not_otu	|	
5571909	|	102415	|	uncultured marine thaumarchaeote KM3_182_G05	|	species	|	ncbi:1456066	|		|	environmental,not_otu	|	
5571813	|	102415	|	uncultured marine thaumarchaeote KM3_67_B11	|	species	|	ncbi:1456234	|		|	environmental,not_otu	|	
5571806	|	102415	|	uncultured marine thaumarchaeote AD1000_21_E03	|	species	|	ncbi:1455900	|		|	environmental,not_otu	|	
5572051	|	102415	|	uncultured marine thaumarchaeote KM3_50_F11	|	species	|	ncbi:1456172	|		|	environmental,not_otu	|	
5571590	|	102415	|	uncultured marine thaumarchaeote KM3_46_H07	|	species	|	ncbi:1456163	|		|	environmental,not_otu	|	
5571936	|	102415	|	uncultured marine thaumarchaeote KM3_15_E09	|	species	|	ncbi:1456028	|		|	environmental,not_otu	|	
5571939	|	102415	|	uncultured marine thaumarchaeote KM3_89_H08	|	species	|	ncbi:1456341	|		|	environmental,not_otu	|	
5571621	|	102415	|	uncultured marine thaumarchaeote KM3_26_A01	|	species	|	ncbi:1456106	|		|	environmental,not_otu	|	
5571717	|	102415	|	uncultured marine thaumarchaeote KM3_70_B04	|	species	|	ncbi:1456247	|		|	environmental,not_otu	|	
5571715	|	102415	|	uncultured marine thaumarchaeote KM3_49_A08	|	species	|	ncbi:1456171	|		|	environmental,not_otu	|	
5205172	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-17	|	species	|	ncbi:1238037	|		|	environmental	|	
5205153	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-25	|	species	|	ncbi:1238002	|		|	environmental	|	
5571997	|	102415	|	uncultured marine thaumarchaeote KM3_98_C03	|	species	|	ncbi:1456352	|		|	environmental,not_otu	|	
5571577	|	102415	|	uncultured marine thaumarchaeote KM3_30_B03	|	species	|	ncbi:1456116	|		|	environmental,not_otu	|	
5571709	|	102415	|	uncultured marine thaumarchaeote KM3_35_D03	|	species	|	ncbi:1456132	|		|	environmental,not_otu	|	
5571692	|	102415	|	uncultured marine thaumarchaeote KM3_60_F11	|	species	|	ncbi:1456212	|		|	environmental,not_otu	|	
5572075	|	102415	|	uncultured marine thaumarchaeote SAT1000_14_E04	|	species	|	ncbi:1456383	|		|	environmental,not_otu	|	
5571948	|	102415	|	uncultured marine thaumarchaeote KM3_15_E05	|	species	|	ncbi:1456027	|		|	environmental,not_otu	|	
5572069	|	102415	|	uncultured marine thaumarchaeote KM3_03_B08	|	species	|	ncbi:1455959	|		|	environmental,not_otu	|	
5572011	|	102415	|	uncultured marine thaumarchaeote KM3_183_D03	|	species	|	ncbi:1456069	|		|	environmental,not_otu	|	
5571630	|	102415	|	uncultured marine thaumarchaeote KM3_57_B01	|	species	|	ncbi:1456205	|		|	environmental,not_otu	|	
5571889	|	102415	|	uncultured marine thaumarchaeote KM3_54_H01	|	species	|	ncbi:1456194	|		|	environmental,not_otu	|	
5205236	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-12	|	species	|	ncbi:1238120	|		|	environmental	|	
5571728	|	102415	|	uncultured marine thaumarchaeote KM3_173_E01	|	species	|	ncbi:1456050	|		|	environmental,not_otu	|	
5572007	|	102415	|	uncultured marine thaumarchaeote KM3_24_H11	|	species	|	ncbi:1456102	|		|	environmental,not_otu	|	
5571914	|	102415	|	uncultured marine thaumarchaeote KM3_75_C11	|	species	|	ncbi:1456278	|		|	environmental,not_otu	|	
5205159	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-11	|	species	|	ncbi:1238097	|		|	environmental	|	
5571933	|	102415	|	uncultured marine thaumarchaeote KM3_70_D01	|	species	|	ncbi:1456249	|		|	environmental,not_otu	|	
5571768	|	102415	|	uncultured marine thaumarchaeote KM3_149_F07	|	species	|	ncbi:1456013	|		|	environmental,not_otu	|	
5205250	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-09	|	species	|	ncbi:1237978	|		|	environmental	|	
5571580	|	102415	|	uncultured marine thaumarchaeote KM3_35_D07	|	species	|	ncbi:1456133	|		|	environmental,not_otu	|	
5205242	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-23	|	species	|	ncbi:1238087	|		|	environmental	|	
5571839	|	102415	|	uncultured marine thaumarchaeote KM3_05_H05	|	species	|	ncbi:1455972	|		|	environmental,not_otu	|	
5571782	|	102415	|	uncultured marine thaumarchaeote KM3_59_C01	|	species	|	ncbi:1456210	|		|	environmental,not_otu	|	
5572061	|	102415	|	uncultured marine thaumarchaeote KM3_57_D03	|	species	|	ncbi:1456206	|		|	environmental,not_otu	|	
5571568	|	102415	|	uncultured marine thaumarchaeote SAT1000_51_A06	|	species	|	ncbi:1456418	|		|	environmental,not_otu	|	
5572020	|	102415	|	uncultured marine thaumarchaeote KM3_84_F03	|	species	|	ncbi:1456313	|		|	environmental,not_otu	|	
5571616	|	102415	|	uncultured marine thaumarchaeote AD1000_63_F07	|	species	|	ncbi:1455928	|		|	environmental,not_otu	|	
5572086	|	102415	|	uncultured marine thaumarchaeote SAT1000_18_D03	|	species	|	ncbi:1456391	|		|	environmental,not_otu	|	
5571845	|	102415	|	uncultured marine thaumarchaeote SAT1000_20_C01	|	species	|	ncbi:1456393	|		|	environmental,not_otu	|	
5571757	|	102415	|	uncultured marine thaumarchaeote KM3_85_E11	|	species	|	ncbi:1456317	|		|	environmental,not_otu	|	
5205190	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-16	|	species	|	ncbi:1238055	|		|	environmental	|	
5571638	|	102415	|	uncultured marine thaumarchaeote AD1000_89_F09	|	species	|	ncbi:1455947	|		|	environmental,not_otu	|	
5571668	|	102415	|	uncultured marine thaumarchaeote KM3_74_F11	|	species	|	ncbi:1456273	|		|	environmental,not_otu	|	
5571737	|	102415	|	uncultured marine thaumarchaeote KM3_107_D09	|	species	|	ncbi:1455985	|		|	environmental,not_otu	|	
5571569	|	102415	|	uncultured marine thaumarchaeote KM3_13_H10	|	species	|	ncbi:1456008	|		|	environmental,not_otu	|	
5572080	|	102415	|	uncultured marine thaumarchaeote KM3_77_D12	|	species	|	ncbi:1456286	|		|	environmental,not_otu	|	
5205219	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-20	|	species	|	ncbi:1238104	|		|	environmental	|	
5572066	|	102415	|	uncultured marine thaumarchaeote KM3_55_D03	|	species	|	ncbi:1456197	|		|	environmental,not_otu	|	
5572079	|	102415	|	uncultured marine thaumarchaeote AD1000_04_G03	|	species	|	ncbi:1455882	|		|	environmental,not_otu	|	
5205200	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-01	|	species	|	ncbi:1238022	|		|	environmental	|	
5571849	|	102415	|	uncultured marine thaumarchaeote KM3_95_H05	|	species	|	ncbi:1456348	|		|	environmental,not_otu	|	
5571690	|	102415	|	uncultured marine thaumarchaeote KM3_31_G08	|	species	|	ncbi:1456121	|		|	environmental,not_otu	|	
5571574	|	102415	|	uncultured marine thaumarchaeote KM3_88_C09	|	species	|	ncbi:1456333	|		|	environmental,not_otu	|	
5205160	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-01	|	species	|	ncbi:1238090	|		|	environmental	|	
5571857	|	102415	|	uncultured marine thaumarchaeote KM3_82_B03	|	species	|	ncbi:1456302	|		|	environmental,not_otu	|	
5572071	|	102415	|	uncultured marine thaumarchaeote KM3_66_E12	|	species	|	ncbi:1456229	|		|	environmental,not_otu	|	
5571551	|	102415	|	uncultured marine thaumarchaeote KM3_89_C12	|	species	|	ncbi:1456339	|		|	environmental,not_otu	|	
5205203	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-06	|	species	|	ncbi:1238027	|		|	environmental	|	
5571682	|	102415	|	uncultured marine thaumarchaeote KM3_36_H05	|	species	|	ncbi:1456136	|		|	environmental,not_otu	|	
5571731	|	102415	|	uncultured marine thaumarchaeote SAT1000_10_G09	|	species	|	ncbi:1456375	|		|	environmental,not_otu	|	
